Unnamed: 0,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
20,1,0,0,-1.2774445836787656,0,0,0,1,0,0,1,1,-0.8346107040023594,1,False,False,False,False,False,True,False
21,0,1,0,-0.8295205827584317,0,0,0,0,0,0,0,0,-1.4943441130683104,0,False,True,True,False,False,False,False
22,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.4827115340671475,1,False,True,False,False,False,False,True
23,0,1,0,1.0436161483629645,1,0,1,0,1,0,0,1,-0.1615829189350795,0,False,False,False,True,True,False,False
24,0,1,1,0.6771328748826912,0,1,1,0,1,0,0,0,-0.17155370093607614,0,False,False,False,False,True,False,False
25,0,0,0,-0.0965540357978854,0,1,1,0,0,0,0,1,-0.31446824295036285,0,False,False,False,False,False,False,False
26,0,1,1,0.5956921474426305,1,0,1,0,0,1,1,1,1.1495749141959914,1,True,False,False,False,False,True,False
27,0,1,1,-1.2774445836787656,0,0,1,0,0,0,0,0,-1.1486903370337564,1,False,False,False,False,False,True,False
28,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,0.8471278601657574,0,False,False,False,True,True,False,False
29,0,0,1,-0.62591876415828,0,0,0,0,0,1,1,1,-0.0020504069191315333,1,False,False,False,False,False,False,True
30,1,1,0,1.5729808767233588,1,1,1,1,1,0,0,1,1.0498670941860242,0,True,False,False,True,True,False,False
31,1,1,0,-1.2367242199587352,0,0,0,1,0,1,1,1,1.0216165451832002,0,True,False,False,False,True,False,False
32,0,1,1,-0.21871512695797646,0,1,1,1,1,0,0,0,0.046141706085686136,0,False,False,True,False,False,False,True
33,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.481049737066981,0,False,True,False,False,False,False,False
34,1,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-0.6484894399837535,0,False,False,False,False,False,False,False
35,0,1,1,1.6137012404433893,1,1,1,0,1,1,0,0,1.1678546811978192,0,True,False,False,True,False,False,False
36,0,0,0,-1.1145631287986442,0,0,0,0,0,0,0,1,0.16412929309748078,1,True,False,False,False,False,True,False
37,0,0,0,0.5549717837226001,0,0,0,1,0,0,0,1,0.33363258711442517,0,True,False,False,False,True,False,False
38,0,0,0,0.06632741908223598,1,0,1,1,0,1,1,1,1.3822264942192488,1,True,False,False,False,False,True,False
39,0,0,0,-0.8702409464784621,1,0,0,1,0,1,1,1,1.099721004191008,1,True,False,False,False,False,False,False
40,0,1,1,-0.9109613101984924,0,0,1,0,0,0,0,0,-0.5055748979694671,0,False,False,True,False,False,False,True
41,0,1,1,1.5322605130033284,1,1,1,0,0,1,0,1,0.14751132309581955,0,False,False,False,True,True,False,False
42,0,1,1,-0.62591876415828,0,0,0,0,0,0,0,0,-1.462769970065154,0,False,True,True,False,False,False,True
43,0,0,0,1.247217966963116,1,1,1,1,1,1,0,1,0.5014740841312035,0,False,False,False,True,True,False,False
44,0,1,0,-0.7888002190384014,1,1,1,0,1,1,0,1,0.3801629031190768,0,False,False,False,False,False,True,False
45,0,0,0,0.6771328748826912,1,0,0,0,0,0,1,1,0.6560212051466532,0,True,False,False,False,False,True,False
46,0,0,0,-1.2367242199587352,0,0,1,0,0,0,0,0,-0.5155456799704636,0,False,False,False,False,False,False,True
47,0,0,0,-1.2367242199587352,0,0,0,0,0,1,0,1,0.5280628361338618,1,True,False,False,False,False,True,False
48,0,0,0,0.7992939660427822,1,1,0,0,1,1,1,1,0.4981504901308714,0,False,False,False,True,True,False,False
49,0,1,1,1.4915401492832983,1,1,0,1,1,0,0,1,-0.020330173920958795,0,False,False,False,True,True,False,False
50,1,0,0,0.43281069256250915,1,0,1,0,0,1,0,1,0.8471278601657574,0,True,False,False,False,False,True,False
51,0,0,0,-0.7073594915983407,0,1,1,0,0,1,1,1,1.141265929195161,1,True,False,False,False,True,False,False
52,1,1,0,-0.30015585439803716,1,1,0,0,1,1,0,1,0.1574821050968162,0,False,False,False,False,True,False,False
53,1,1,0,-0.9924020376385531,1,0,1,0,0,0,0,1,0.5280628361338618,1,True,False,False,False,True,False,False
54,1,1,1,1.125056875803025,0,1,1,1,1,0,1,1,0.33529438411459117,0,False,False,True,False,True,False,False
55,1,0,0,-0.5851984004382496,1,0,0,0,0,1,1,1,1.0199547481830342,1,True,False,False,False,False,True,False
56,0,1,1,1.247217966963116,1,1,0,0,0,1,1,1,1.1595456961969886,0,True,False,True,False,True,False,False
57,1,1,1,1.369379058123207,1,0,1,1,1,1,1,1,1.4520219682262263,0,True,False,True,False,False,True,False
58,0,1,1,0.06632741908223598,1,0,0,0,0,0,0,0,-1.3231790220511994,0,False,True,False,True,True,False,False
59,0,0,0,1.6137012404433893,1,0,0,1,1,1,1,1,1.42044782522307,0,True,False,False,True,True,False,False
60,0,1,0,0.5956921474426305,1,0,0,1,0,1,1,1,1.1877962451998125,0,True,False,False,False,False,True,False
61,0,0,0,1.125056875803025,1,0,1,0,0,1,0,1,0.8354952811645946,0,True,False,False,False,False,False,False
62,0,1,0,1.6137012404433893,0,1,1,1,0,0,0,0,-0.7531826509942192,0,False,False,False,True,False,False,False
63,0,1,1,-0.5851984004382496,0,0,0,1,1,0,0,1,-0.34438058895335305,0,False,False,True,False,True,False,False
64,0,0,0,-0.9516816739185228,1,0,0,0,0,1,1,0,0.9850570111795457,1,True,False,False,False,False,True,False
65,0,0,0,-1.1960038562387048,0,0,1,0,1,1,1,1,0.3502505571160864,0,False,False,False,False,False,True,False
66,0,1,0,0.5956921474426305,1,0,1,0,0,0,0,1,0.46989994112804756,0,True,False,True,False,False,True,False
67,0,0,0,-0.055833672077855064,0,0,1,1,1,1,1,0,0.47987072312904416,0,False,False,False,True,False,False,True
68,0,1,1,0.7178532386027215,0,0,0,0,0,0,0,0,-1.4827115340671475,0,False,True,False,True,False,False,False
69,0,0,0,-0.9109613101984924,0,1,0,1,0,0,0,1,0.5014740841312035,0,True,False,False,False,False,False,True
70,0,0,0,-1.2774445836787656,0,0,0,0,1,0,0,0,-0.5221928679711283,0,False,False,False,False,False,False,True
71,0,1,1,0.7992939660427822,0,0,0,0,0,0,0,1,-1.4744025490663168,0,False,True,True,False,False,True,False
72,1,1,1,1.2879383306831464,1,1,0,1,1,1,1,1,1.5567151792366918,0,True,False,False,True,False,False,False
73,0,1,1,1.2064976032430856,1,0,0,0,0,0,0,1,-1.3464441800535252,0,False,True,False,True,False,False,False
74,0,0,1,-1.1960038562387048,0,1,0,0,1,0,1,1,-0.00869759491979612,0,False,False,False,False,False,False,False
75,1,0,0,0.9621754209229036,1,1,1,1,0,1,1,0,1.5201556452330371,0,True,False,True,False,False,True,False
76,0,0,0,0.5549717837226001,0,0,0,0,0,0,1,0,-0.3028356639492,0,False,False,True,False,True,False,False
77,0,1,1,-0.9924020376385531,0,1,1,0,0,0,0,0,-0.33607160395252245,0,False,False,False,False,False,False,True
78,1,0,0,-0.0965540357978854,0,1,1,0,0,1,1,1,0.3319707901142591,0,False,False,False,False,False,True,False
79,0,1,1,0.5142514200025698,1,0,0,0,0,0,0,1,-1.2916048790480432,0,False,True,True,False,True,False,False
80,0,0,1,-1.2774445836787656,0,0,0,0,0,1,0,1,0.48485611412954227,1,True,False,False,False,False,True,False
81,0,1,1,-0.8702409464784621,0,1,0,0,0,1,1,0,-0.47233895796614456,0,False,False,False,False,False,True,False
82,0,1,0,-1.0331224013585834,0,0,0,1,0,0,0,1,0.34526516611558833,1,True,False,False,False,False,False,False
83,0,0,0,0.3920903288424788,0,0,1,1,1,1,1,1,1.2974748472107767,0,True,False,False,False,False,False,False
84,0,1,0,0.6771328748826912,0,0,0,0,0,0,0,1,-1.4827115340671475,0,False,True,False,True,False,False,False
85,0,0,0,-0.9516816739185228,1,0,1,0,0,1,1,1,1.1479131171958254,0,True,False,False,False,True,False,False
86,0,1,0,0.10704778280226633,0,1,0,0,0,1,0,1,-0.08680205392760396,0,False,False,True,False,False,False,False
87,0,1,1,0.6364125111626608,0,0,0,0,0,0,0,0,-1.4660935640654862,0,False,True,False,True,False,False,False
88,0,1,1,0.5549717837226001,0,0,0,0,0,0,0,1,-1.4893587220678117,0,False,True,False,True,False,False,True
89,0,1,0,-0.13727439951791576,0,0,0,0,0,1,0,0,-1.0307027500219619,0,False,False,False,False,False,False,True
90,0,1,1,-0.0965540357978854,0,0,1,1,0,0,0,0,0.574593152138513,0,True,False,False,False,False,False,False
91,1,0,0,-1.2774445836787656,0,0,0,0,1,0,0,0,0.3303089931140931,0,True,False,False,False,False,True,False
92,0,1,1,1.369379058123207,1,1,0,1,1,1,1,1,0.6394032351449919,0,False,False,False,True,False,False,True
93,0,0,0,1.3286586944031769,1,1,1,1,0,1,1,1,1.5384354122348645,0,True,False,False,False,True,False,False
94,0,0,0,1.6137012404433893,1,0,1,1,0,1,1,1,1.2010906212011416,0,True,False,False,True,False,False,False
95,0,0,0,-0.8295205827584317,1,1,0,0,0,0,0,1,0.47156173812821356,1,True,False,False,False,False,True,False
96,0,1,1,1.5729808767233588,1,1,1,0,1,0,0,1,0.06940686408801149,0,False,False,True,False,True,False,False
97,0,0,0,-1.1145631287986442,0,0,0,0,0,0,0,0,-1.4527991880641573,1,False,True,False,False,False,False,True
98,0,0,0,0.7992939660427822,0,0,0,0,0,0,0,0,-1.4544609850643233,0,False,True,False,True,False,False,False
99,1,1,0,-0.30015585439803716,0,0,1,1,0,1,1,1,1.1213243651931677,1,True,False,False,False,False,True,False
100,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.481049737066981,0,False,True,False,False,False,False,True
101,0,1,1,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.505976692069473,0,False,True,False,False,False,True,False
102,0,0,0,0.22920887396235737,1,0,0,1,1,1,0,0,1.0049985751815391,0,True,False,True,False,False,False,False
103,1,1,0,1.369379058123207,0,0,1,1,0,1,0,0,-0.6385186579827569,0,False,False,True,False,False,False,False
104,0,1,0,1.4508197855632678,1,0,1,1,1,1,1,1,1.503537675231376,1,True,False,False,True,False,False,False
105,0,0,0,-1.1145631287986442,0,0,0,0,0,0,0,0,-1.3447823830533592,0,False,False,False,False,False,False,True
106,0,1,1,1.6137012404433893,1,1,1,0,0,1,1,1,1.3091074262119398,0,True,False,True,False,False,True,False
107,0,0,0,-0.015113308357824713,0,1,0,0,0,0,0,0,-1.150352134033923,0,False,False,True,False,False,False,True
108,0,0,0,0.43281069256250915,1,0,0,0,0,1,1,0,0.9833952141793793,0,True,False,True,False,False,False,True
109,0,1,1,1.6137012404433893,0,0,0,0,0,0,0,0,-1.5076384890696393,0,False,True,False,True,True,False,False
110,0,1,0,0.9214550572028734,1,1,1,0,0,1,0,1,1.0631614701873533,1,True,False,False,False,False,True,False
111,0,0,0,0.7992939660427822,0,1,0,1,1,0,0,0,-0.22639300194155818,0,False,False,True,False,True,False,False
112,0,0,0,0.43281069256250915,0,0,1,1,0,1,0,1,0.893658176170409,0,True,False,False,False,False,True,False
113,1,1,0,0.18848851024232702,1,0,0,0,0,0,0,1,0.39013368512007346,1,True,False,False,False,False,True,False
114,0,1,1,1.2879383306831464,0,0,1,0,1,1,1,1,-0.33773340095268845,0,False,False,False,True,False,True,False
115,0,1,1,-1.1960038562387048,0,1,1,0,0,1,0,0,0.8338334841644282,0,True,False,False,False,False,True,False
116,0,0,0,0.14776814652229667,0,1,0,0,0,0,0,0,-1.1204397880309327,0,False,False,False,True,False,False,False
117,0,1,1,-0.9109613101984924,1,1,0,0,0,1,1,1,1.1794872601989819,1,True,False,False,False,False,True,False
118,0,0,0,0.35136996512244845,0,0,0,0,0,0,0,0,-1.4660935640654862,0,False,True,False,True,False,False,True
119,0,1,1,-0.21871512695797646,1,0,1,0,1,0,0,1,0.6792863631489789,0,True,False,False,False,True,False,False
120,0,1,1,0.9621754209229036,1,0,0,1,0,1,1,1,1.1645310871974868,0,True,False,True,False,True,False,False
121,0,0,0,-1.0738427650786138,0,0,0,0,0,0,0,0,-1.46443176706532,0,False,True,False,False,False,False,True
122,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,1,0.32033821111309646,1,True,False,False,False,False,True,False
123,0,1,1,-1.0331224013585834,0,1,0,0,0,0,0,0,-0.467353566965646,0,False,False,False,False,False,False,True
124,0,1,1,-1.1552834925186746,0,0,0,0,0,0,0,0,-1.4594463760648215,0,False,True,False,False,False,False,True
125,0,0,0,0.025607055362205634,0,1,0,0,1,1,0,1,0.8039211381614382,0,True,False,False,True,False,True,False
126,1,0,0,-0.21871512695797646,1,0,0,1,0,0,0,1,0.44164939212522314,1,True,False,False,False,False,True,False
127,0,1,0,1.6137012404433893,1,0,0,0,0,0,0,1,-1.3697093380558512,0,False,True,False,True,False,False,False
128,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.4960059100684764,0,False,True,False,False,False,False,True
129,1,0,0,1.5729808767233588,0,1,1,0,0,1,1,1,-0.2762469119465419,0,False,False,True,False,False,True,False
130,0,0,0,-0.7888002190384014,1,0,0,0,0,0,1,1,0.7042133181514708,0,True,False,False,False,False,True,False
131,0,1,1,-0.30015585439803716,0,1,1,1,0,1,1,1,-0.2047896409393986,1,False,False,False,False,True,False,False
132,0,0,0,1.4100994218432374,0,0,0,0,1,0,0,0,-0.47233895796614456,0,False,False,False,True,False,False,False
133,0,0,0,-1.2774445836787656,0,0,0,0,0,0,1,1,-0.9742016520163136,1,False,False,False,False,False,True,False
134,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,-0.6784017859867437,1,False,False,False,False,False,True,False
135,0,0,0,0.43281069256250915,1,0,0,0,0,0,0,1,-1.2982520670487077,0,False,True,False,True,True,False,False
136,0,0,0,-0.38159658183809786,0,1,0,0,0,0,0,1,0.3402797751150897,0,True,False,False,False,False,False,False
137,0,1,1,1.2879383306831464,0,0,0,0,0,0,0,0,-1.481049737066981,0,False,True,False,True,False,False,True
138,0,0,1,1.002895784642934,0,0,0,0,0,0,0,1,-1.5009913010689746,0,False,True,False,True,False,False,True
139,1,1,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.18905624809997262,1,True,False,False,False,False,False,True
140,1,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,0.7740087921584478,0,False,False,False,True,True,False,False
141,0,0,0,-0.9924020376385531,1,1,0,0,1,0,1,0,0.21232140610229844,1,False,False,False,False,False,True,False
142,0,1,0,1.1657772395230555,1,0,1,0,0,1,1,1,1.2060760122016398,0,True,False,False,True,False,False,False
143,0,0,0,1.2879383306831464,1,1,1,0,0,0,0,1,0.6493740171459885,0,True,False,True,False,True,False,False
144,1,1,0,1.5729808767233588,1,0,0,0,0,0,0,0,-1.3564149620545218,0,False,True,False,True,False,False,False
145,0,1,1,1.3286586944031769,1,1,1,0,1,1,0,1,1.1396041321949948,0,True,False,False,True,True,False,False
146,0,0,0,-1.1960038562387048,0,0,0,0,0,0,0,0,-1.5009913010689746,0,False,True,True,False,False,False,True
147,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,-0.6351950639824246,1,False,False,False,False,False,True,False
148,0,0,1,-0.0965540357978854,0,0,1,1,0,1,0,0,-0.00869759491979612,0,False,False,True,False,True,False,False
149,0,1,1,-0.7073594915983407,0,0,1,1,1,0,1,1,0.1574821050968162,0,False,False,False,False,False,False,True
150,0,1,1,-0.9924020376385531,0,0,0,0,1,1,1,1,0.12590796209365976,0,False,False,False,False,False,True,False
151,0,0,0,-1.0331224013585834,1,0,0,0,0,1,1,0,1.0049985751815391,1,True,False,False,False,False,False,True
152,0,1,1,1.5322605130033284,1,1,1,1,0,1,1,1,1.4420511862252297,0,True,False,True,False,True,False,False
153,0,1,1,1.2064976032430856,0,1,1,1,1,1,1,0,0.7091987091519689,0,False,False,False,True,False,True,False
154,0,1,1,-1.0738427650786138,0,0,0,0,0,0,0,0,-1.4976677070686424,0,False,True,False,False,False,False,True
155,0,1,1,-0.748079855318371,0,0,0,0,0,0,1,1,0.5363718211346925,0,True,False,False,False,False,False,False
156,0,0,0,-0.4223169455581282,1,0,0,0,0,1,0,1,0.6443886261454905,0,True,False,False,False,False,False,False
157,0,1,1,-0.4223169455581282,0,0,0,0,0,0,0,0,-1.4827115340671475,0,False,True,True,False,False,False,True
158,0,1,1,-0.6666391278783103,0,1,0,1,0,1,0,0,-0.017006579920626735,0,False,False,False,True,False,False,True
159,0,0,0,-0.9109613101984924,1,0,0,0,0,0,0,0,-1.2982520670487077,0,False,True,False,True,False,False,False
160,0,0,1,-0.7888002190384014,0,1,1,0,0,0,0,1,-0.29120308494803704,0,False,False,False,False,False,True,False
161,0,1,0,-0.5037576729981889,1,1,0,0,0,0,0,0,0.5862257311396761,1,True,False,False,False,False,True,False
162,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,0.16412929309748078,0,True,False,False,False,False,True,False
163,0,0,0,0.8400143297628127,1,0,1,1,1,0,1,1,0.30372024111143525,0,False,False,False,True,False,False,False
164,0,1,1,-0.8702409464784621,0,0,0,0,0,0,0,0,-1.4677553610656522,0,False,True,True,False,False,False,True
165,0,1,0,1.4915401492832983,0,0,0,0,0,0,0,0,-1.491020519067978,0,False,True,False,True,False,False,True
166,0,0,0,-1.1552834925186746,0,0,0,0,0,0,0,1,0.20401242110146783,1,True,False,False,False,False,False,False
167,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,0.8072447321617703,0,False,False,False,True,False,False,False
168,1,1,0,1.0436161483629645,0,0,1,1,0,0,1,1,-0.6468276429835875,1,False,False,False,False,False,True,False
169,0,1,1,-0.6666391278783103,0,0,0,0,0,0,0,0,-1.4744025490663168,0,False,True,False,False,False,True,False
170,0,1,0,0.43281069256250915,0,1,0,1,1,0,0,1,0.6477122201458225,0,True,False,True,False,False,False,False
171,0,1,0,-1.2367242199587352,1,0,0,1,1,1,1,1,1.3174164112127704,1,True,False,False,False,False,True,False
172,0,1,0,-0.748079855318371,0,0,1,1,1,1,1,0,0.5712695581381809,0,False,False,False,True,False,False,True
173,0,1,0,0.8400143297628127,0,0,0,1,0,1,1,1,1.0000131841810405,1,True,False,True,False,False,False,False
174,0,0,0,-0.015113308357824713,0,0,0,0,0,0,0,0,-1.4694171580658184,0,False,True,True,False,False,False,False
175,0,1,0,0.06632741908223598,1,0,0,0,0,0,0,0,-1.33148800705203,0,False,True,False,False,False,True,False
176,1,0,0,-0.7073594915983407,1,0,0,0,0,0,0,1,0.32200000811326246,1,True,False,False,False,False,False,True
177,1,0,0,-1.0331224013585834,0,1,0,0,0,0,0,0,0.3884718881199074,1,True,False,False,False,False,False,False
178,0,1,1,-0.7073594915983407,1,0,1,1,0,1,1,1,1.3489905542159264,0,True,False,False,False,False,False,False
179,0,1,0,1.1657772395230555,0,0,0,0,0,0,0,1,-1.4694171580658184,0,False,True,True,False,True,False,False
180,0,0,0,-1.2774445836787656,0,0,1,0,0,0,0,0,-1.156999322034587,1,False,False,False,False,False,False,False
181,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-0.6468276429835875,0,False,False,False,False,False,False,True
182,0,0,0,-0.9924020376385531,1,0,0,0,0,0,1,0,0.6560212051466532,1,True,False,False,False,False,False,False
183,0,1,1,0.025607055362205634,0,1,0,1,0,1,1,0,0.3319707901142591,0,False,False,True,False,True,False,False
184,0,0,0,-0.7888002190384014,0,0,1,1,0,0,0,1,0.4815325201292102,1,True,False,False,False,False,True,False
185,0,1,0,-1.2774445836787656,0,0,0,0,0,0,0,1,-1.328164413051698,1,False,False,False,False,False,True,False
186,0,0,0,-0.5037576729981889,0,0,1,0,0,0,0,1,-0.4307940329619915,0,False,False,False,False,False,False,True
187,0,0,0,-1.1960038562387048,0,0,0,0,1,0,0,0,-1.1420431490330922,0,False,False,False,False,False,True,False
188,0,0,0,-0.7888002190384014,0,0,0,0,0,0,0,0,-1.4993295040688086,0,False,True,True,False,False,True,False
189,0,1,0,0.3106496014024181,1,0,1,0,0,0,0,0,-0.27126152094604356,0,False,False,False,False,True,False,False
190,0,1,1,0.43281069256250915,1,1,0,0,1,0,1,1,0.2372483611047903,0,False,False,True,False,True,False,False
191,0,1,0,-1.0738427650786138,0,0,1,1,0,0,1,1,0.8720548151682491,1,True,False,False,False,False,True,False
192,0,1,1,1.4915401492832983,0,0,0,0,0,0,0,0,-1.4960059100684764,0,False,True,False,True,False,False,False
193,0,1,1,1.6137012404433893,1,1,1,1,0,1,1,0,1.4935668932303794,0,True,False,False,True,True,False,False
194,0,1,1,1.0843365120829946,0,0,0,0,0,0,0,0,-1.5109620830699715,0,False,True,False,True,True,False,False
195,0,1,0,-0.5037576729981889,0,1,1,0,1,1,0,1,1.0565142821866886,0,True,False,False,False,False,True,False
196,0,1,1,-0.3408762181180675,1,0,0,0,0,0,0,1,-1.3514295710540236,0,False,True,False,True,False,False,False
197,0,0,0,1.0843365120829946,1,0,1,1,1,1,1,1,1.5484061942358611,0,True,False,False,False,False,True,False
198,0,1,1,1.6137012404433893,1,0,1,1,1,1,1,1,1.5783185402388515,0,True,False,False,True,False,False,False
199,0,0,1,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.462769970065154,0,False,True,False,False,False,False,True
200,0,1,0,-0.21871512695797646,0,1,0,0,1,1,1,1,1.2343265612044643,0,True,False,True,False,True,False,False
201,0,0,0,-0.748079855318371,0,0,1,0,1,0,0,1,0.5081212721318681,0,True,False,False,False,True,False,False
202,0,1,1,1.5729808767233588,1,1,0,1,0,1,1,0,1.3556377422165908,0,True,False,False,True,False,True,False
203,0,0,1,-0.7888002190384014,0,0,0,0,0,1,0,1,0.4499583771260538,0,True,False,False,False,True,False,False
204,0,0,0,0.47353105628253944,0,0,0,0,0,0,0,0,0.13587874409465642,0,True,False,False,False,True,False,False
205,0,0,0,0.025607055362205634,0,0,1,0,1,0,0,1,0.5047976781315361,0,True,False,True,False,False,False,False
206,0,1,1,1.6137012404433893,0,1,1,1,1,0,1,1,-0.3094828519498643,0,False,False,False,True,True,False,False
207,0,0,0,-1.2774445836787656,0,0,0,0,0,0,1,0,0.50313588113137,1,True,False,False,False,False,True,False
208,0,0,0,-0.5444780367182193,0,1,0,1,1,1,1,1,1.3905354792200795,1,True,False,False,False,False,True,False
209,0,1,0,1.2879383306831464,0,0,1,1,1,1,1,1,1.2526063282062914,0,True,False,True,False,True,False,False
210,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,-0.6235624849812617,1,False,False,False,False,True,False,False
211,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.3132082400502028,0,False,False,False,False,False,True,False
212,0,0,1,1.1657772395230555,0,0,0,0,0,0,0,0,-1.4960059100684764,0,False,True,False,True,False,False,True
213,0,1,1,-0.13727439951791576,0,0,0,0,0,0,0,0,-1.4876969250676457,0,False,True,True,False,False,True,False
214,1,1,0,-0.38159658183809786,1,0,0,0,0,0,1,0,0.7324638671542947,0,True,False,False,False,False,True,False
215,0,1,0,1.002895784642934,0,1,1,1,0,1,1,1,-0.19980424993890028,0,False,False,False,False,False,False,False
216,0,1,1,1.6137012404433893,0,1,1,1,1,0,0,0,-0.6484894399837535,0,False,False,False,True,True,False,False
217,0,1,0,1.369379058123207,0,1,1,1,1,1,0,1,-0.27126152094604356,0,False,False,False,True,False,False,False
218,0,1,1,1.3286586944031769,1,0,1,1,1,1,1,1,0.6460504231456565,0,False,False,False,True,False,False,False
219,0,0,0,-0.9924020376385531,0,0,0,0,0,1,0,1,0.5064594751317021,0,True,False,False,False,False,False,False
220,0,0,0,-1.1552834925186746,0,0,0,0,0,0,0,1,0.179085466098976,1,True,False,False,False,False,True,False
221,0,1,0,1.5729808767233588,1,0,0,0,0,0,0,0,-1.329826210051864,0,False,True,False,True,False,False,False
222,0,1,1,-1.2774445836787656,0,0,0,0,0,0,0,1,-1.481049737066981,0,False,True,True,False,False,True,False
223,0,1,0,-1.1552834925186746,0,0,0,0,1,0,0,0,-0.4889569279678058,1,False,False,False,False,False,False,True
224,0,0,0,-0.8295205827584317,0,0,0,0,0,0,0,1,-1.5093002860698053,0,False,True,True,False,False,False,False
225,0,0,0,-0.3408762181180675,0,1,0,0,0,1,1,1,-0.47067716096597834,0,False,False,True,False,False,False,True
226,0,1,1,-0.055833672077855064,0,1,0,1,1,1,1,1,0.544680806135523,0,False,False,True,False,False,False,True
227,0,1,0,-1.2774445836787656,0,0,0,0,0,1,0,0,-0.31779183695069496,1,False,False,False,False,False,False,True
228,0,0,0,-0.0965540357978854,1,0,0,0,1,0,1,1,0.8354952811645946,0,True,False,False,False,True,False,False
229,0,1,1,0.5956921474426305,1,1,1,0,1,1,1,1,0.682609957149311,0,False,False,False,True,True,False,False
230,0,0,0,0.880734693482843,1,1,1,0,1,1,1,1,1.437065795224731,0,True,False,False,True,True,False,False
