Unnamed: 0,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3420,0,0,0,-0.2594354906780068,1,1,1,0,0,1,0,1,0.1574821050968162,False,False,False,False,False,False,False
1797,0,0,0,-0.0965540357978854,0,0,0,0,0,0,0,0,-1.5076384890696393,False,True,False,True,True,False,False
6148,0,0,0,1.4915401492832985,1,1,1,0,1,0,0,1,0.0710686610881779,False,False,False,True,False,False,True
2320,0,1,1,1.247217966963116,1,1,1,1,1,1,1,1,0.8188773111629334,False,False,False,True,True,False,False
6155,0,1,0,-1.1145631287986442,0,0,0,0,0,0,0,0,-1.5093002860698053,False,True,False,False,False,False,True
2823,0,1,0,0.2699292376823877,0,0,0,0,0,0,0,1,-1.4727407520661506,False,True,False,True,False,False,False
6385,0,0,1,-1.1552834925186746,1,0,1,0,0,1,1,1,1.2276793732037996,True,False,False,False,False,True,False
4437,0,1,0,1.125056875803025,1,0,0,1,0,1,1,0,1.2093996062019725,True,False,False,True,True,False,False
4428,0,1,1,-0.5444780367182193,1,0,0,1,1,1,1,0,1.2808568772091151,True,False,False,False,False,True,False
3716,0,1,0,-0.8702409464784621,1,0,1,0,0,1,1,1,1.2376501552047965,True,False,False,False,False,True,False
2444,1,0,0,-0.055833672077855,1,0,1,0,0,1,1,1,1.1695164781979852,True,False,False,False,False,True,False
593,0,0,0,-0.0965540357978854,0,1,1,1,0,0,0,1,0.6493740171459885,True,False,False,False,True,False,False
3511,0,0,0,0.8400143297628127,1,0,0,0,0,0,0,0,-1.3348116010523623,False,True,False,True,False,False,True
2455,0,0,0,-1.1145631287986442,0,0,1,0,1,0,1,1,0.8172155141627669,True,False,False,False,False,True,False
3214,1,0,0,0.758573602322752,1,0,1,0,0,0,0,1,0.4931650991303729,True,False,True,False,False,False,False
5859,0,1,0,1.5729808767233588,1,1,1,1,1,1,1,0,0.8155537171626008,False,False,False,True,True,False,False
5442,0,0,1,1.1657772395230557,1,0,0,0,0,0,0,1,-1.3215172250510334,False,True,False,True,True,False,False
288,1,0,0,-0.9924020376385532,0,0,1,0,0,0,0,1,0.3236618051134285,True,False,False,False,False,True,False
6353,0,1,0,-0.9109613101984924,0,1,0,0,1,0,0,1,-0.3261008219515255,False,False,False,False,True,False,False
2399,0,1,0,-0.8295205827584317,0,0,0,1,0,1,1,1,-0.4956041159684701,False,False,False,False,False,False,False
2197,0,1,0,1.369379058123207,1,0,0,0,1,0,1,0,-0.0303009559219556,False,False,False,False,False,True,False
2487,0,0,0,-0.3408762181180675,0,1,1,0,1,0,0,0,-0.143303151933252,False,False,False,False,False,False,False
6746,0,1,1,-1.1552834925186746,0,0,1,0,1,0,0,0,-0.2745851149463758,False,False,False,False,False,False,True
3402,0,0,0,-1.1552834925186746,1,0,1,0,0,0,1,1,0.8039211381614382,True,False,False,False,False,True,False
3404,0,0,1,0.1070477828022663,0,1,1,0,0,0,0,0,-0.304497460949366,False,False,True,False,True,False,False
6812,1,0,0,0.5142514200025698,0,1,1,0,1,0,0,1,0.6959043331506402,True,False,False,False,False,False,False
4319,0,0,0,1.3286586944031769,1,1,0,1,1,1,1,1,1.503537675231376,True,False,True,False,True,False,False
155,0,1,1,-0.748079855318371,0,0,0,0,0,0,1,1,0.5363718211346925,True,False,False,False,False,False,False
6941,0,1,1,1.1657772395230557,0,1,1,0,1,0,1,1,-0.467353566965646,False,False,True,False,False,False,False
4472,0,1,1,1.4508197855632678,0,1,0,1,0,0,0,0,0.5180920541328647,True,False,False,True,True,False,False
1489,0,1,1,-0.3815965818380978,0,1,1,0,1,0,0,1,-0.2330401899422227,False,False,True,False,False,False,True
1565,0,0,0,0.9214550572028734,0,0,1,1,0,0,0,1,0.5579751821368518,True,False,False,False,False,True,False
2189,0,1,1,1.4915401492832985,1,0,0,0,0,0,0,0,-1.3397969920528607,False,True,False,True,False,False,False
1096,0,1,0,-1.0331224013585834,0,1,0,1,1,1,1,0,0.5480044001358552,False,False,False,False,False,False,False
733,0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,0.4748853321285456,True,False,False,True,False,False,False
5840,0,1,1,1.1657772395230557,0,1,0,0,0,0,0,1,-0.5005895069689685,False,False,True,False,False,False,False
4818,1,1,0,1.2879383306831464,0,1,0,1,0,0,0,0,0.5164302571326987,True,False,True,False,True,False,False
2085,1,1,0,-0.0151133083578247,1,0,0,0,0,1,1,1,0.9451738831755588,True,False,False,False,False,True,False
6846,0,0,0,-1.2774445836787656,1,0,0,1,0,0,0,1,0.4915033021302069,True,False,False,False,False,False,True
4095,0,0,0,-1.1960038562387048,0,1,0,0,1,0,0,1,0.5829021371393436,True,False,False,False,False,False,True
6139,0,0,1,-1.1960038562387048,0,0,0,0,0,0,0,0,-1.481049737066981,False,True,False,False,False,False,False
5786,0,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,0.6526976111463211,False,False,False,True,True,False,False
6494,0,0,1,-0.2594354906780068,0,0,0,1,0,0,0,1,-1.1619847130350858,False,False,False,False,False,False,True
6808,0,0,0,0.2699292376823877,0,1,0,1,0,1,1,1,1.1861344481996463,True,False,False,True,False,True,False
1491,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.502653098069141,False,True,False,False,False,False,True
3457,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,-1.504314895069307,False,True,False,False,False,False,True
3948,0,1,1,0.9621754209229036,0,0,0,0,0,1,1,0,0.8022593411612722,True,False,True,False,False,False,False
5229,1,1,0,0.4328106925625091,1,0,0,1,1,1,1,1,1.422109622223236,True,False,True,False,False,True,False
282,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,0,-1.3082228490497043,False,True,False,False,False,False,True
5121,0,0,0,-0.1372743995179157,1,0,1,1,0,0,1,0,0.2040124211014678,False,False,True,False,True,False,False
777,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,1,0.572931355138347,True,False,False,False,False,True,False
3218,0,0,0,1.4508197855632678,0,0,1,1,0,0,0,0,0.4931650991303729,True,False,True,False,True,False,False
1418,0,1,1,1.4100994218432374,1,0,1,0,0,0,1,1,0.8238627021634315,True,False,False,False,False,False,False
6437,0,1,1,-0.5444780367182193,1,0,0,0,0,0,0,1,-1.3248408190513656,False,True,False,True,False,False,False
4976,0,1,1,1.369379058123207,0,0,1,1,0,1,1,1,-0.2662761299455452,False,False,False,True,True,False,False
6891,0,1,0,-1.1552834925186746,0,1,0,0,0,0,0,1,-1.1869116680375775,False,False,False,False,False,True,False
3011,0,1,1,-0.9516816739185228,0,0,0,0,0,0,0,0,-1.4960059100684764,False,True,False,True,False,False,True
6009,1,1,0,0.8400143297628127,1,0,1,1,0,1,1,1,1.2991366442109429,True,False,False,False,False,True,False
1019,0,0,0,-0.3815965818380978,0,0,0,0,0,0,0,1,-1.504314895069307,False,True,False,False,False,False,True
830,0,1,0,0.7178532386027215,1,1,1,0,1,1,1,0,1.4553455622265583,True,False,True,False,False,True,False
5993,0,0,0,-1.2367242199587352,0,0,1,0,0,0,0,0,0.3386179781149237,True,False,False,False,False,True,False
6627,0,1,0,1.0843365120829946,0,0,0,0,0,0,0,0,-1.4760643460664828,False,True,True,False,False,False,True
592,0,1,1,1.247217966963116,1,1,1,1,0,1,1,0,0.6227852651433307,False,False,False,True,True,False,False
3931,0,1,0,-0.3001558543980371,0,1,1,0,1,0,1,1,0.2089978121019659,False,False,False,False,False,False,True
2485,0,0,0,-0.748079855318371,1,0,0,1,0,0,0,1,0.5214156481331973,True,False,False,False,False,True,False
4163,0,1,0,1.3286586944031769,1,1,1,1,0,0,0,0,0.076054052088676,False,False,True,False,True,False,False
5717,1,1,0,1.4915401492832985,0,1,1,0,0,1,1,0,-0.2729233179462098,False,False,False,True,True,False,False
3868,0,1,1,-0.4630373092781585,0,0,1,0,0,0,0,1,0.3087056321119333,True,False,False,False,False,False,False
6803,0,1,1,0.4328106925625091,1,1,0,1,1,0,0,1,0.8803638001690798,True,False,True,False,True,False,False
1426,1,1,0,1.5729808767233588,1,1,1,1,1,0,0,1,0.9052907551715716,True,False,True,False,False,True,False
3860,0,0,1,-0.5444780367182193,0,0,0,0,0,0,0,1,-1.3098846460498703,False,False,False,False,True,False,False
2247,0,0,0,0.3106496014024181,0,0,0,0,0,0,0,0,-1.4993295040688086,False,True,False,True,True,False,False
2527,0,0,0,-0.9516816739185228,1,0,0,0,0,0,1,1,0.6161380771426661,True,False,False,False,False,True,False
810,0,0,0,1.0436161483629645,1,0,1,1,0,1,1,1,1.2791950802089491,True,False,True,False,False,False,False
556,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.491020519067978,False,True,False,False,False,False,False
4889,0,1,1,0.5956921474426305,1,1,1,1,1,1,1,1,1.6182016682428386,True,False,True,False,False,False,False
4820,0,1,0,1.0436161483629645,1,1,0,1,1,1,1,1,0.6493740171459885,False,False,False,True,False,True,False
2936,0,0,0,0.3106496014024181,1,0,1,1,0,1,1,1,1.259253516206956,True,False,False,False,False,False,True
1515,0,0,0,0.3513699651224484,1,0,0,1,1,0,1,1,0.1275697590938257,False,False,True,False,False,True,False
2304,0,1,0,1.4100994218432374,0,1,1,0,0,1,1,1,1.2010906212011416,True,False,True,False,True,False,False
2205,1,0,0,0.0663274190822359,0,0,1,1,0,1,1,1,1.1661928841976528,True,False,True,False,False,True,False
6944,0,0,0,-1.1960038562387048,0,0,0,0,0,0,0,1,-1.517609271070636,False,True,False,False,False,False,True
3908,1,1,0,1.125056875803025,1,1,1,1,1,1,1,1,1.7046151122514768,True,False,False,True,False,False,False
1032,1,0,0,-0.9924020376385532,0,0,0,1,0,1,1,1,0.9086143491719036,True,False,False,False,False,True,False
6563,0,1,1,-0.7073594915983407,1,0,0,0,0,0,0,1,0.3369561811147576,True,False,False,False,False,False,False
3552,0,0,0,1.4508197855632678,1,1,1,1,0,0,1,1,1.2409737492051285,True,False,False,True,False,False,False
5896,1,1,0,1.5729808767233588,1,0,0,0,0,0,0,0,-1.3065610520495383,False,True,False,True,True,False,False
3101,0,0,0,1.0436161483629645,1,1,0,0,0,0,0,1,0.4998122871310375,True,False,False,False,False,False,False
2553,1,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,-1.5142856770703037,False,True,False,False,False,True,False
3567,0,1,1,-0.748079855318371,0,0,1,0,1,0,1,1,0.827186296163764,True,False,False,False,True,False,False
5068,0,1,0,1.5729808767233588,0,0,0,0,0,0,0,1,-1.4577845790646555,False,True,False,True,False,False,False
4019,0,0,0,-0.748079855318371,1,0,1,0,0,1,1,1,1.1894580421999783,True,False,False,False,False,True,False
3070,0,0,0,-1.0738427650786138,0,1,1,0,1,0,1,0,-0.4590445819648154,False,False,False,False,True,False,False
149,0,1,1,-0.7073594915983407,0,0,1,1,1,0,1,1,0.1574821050968162,False,False,False,False,False,False,True
871,0,1,1,1.002895784642934,0,0,1,1,0,1,1,1,1.0897502221900113,True,False,True,False,True,False,False
2833,0,0,0,1.369379058123207,0,1,1,1,0,0,0,1,-0.1200379939309264,False,False,False,True,False,False,False
2997,1,1,0,1.4915401492832985,1,0,1,0,0,1,0,1,0.8371570781647607,True,False,False,False,False,True,False
403,0,1,0,1.4508197855632678,0,1,0,0,1,0,0,0,-0.2945266789483693,False,False,True,False,False,False,False
1265,1,0,1,0.9621754209229036,0,1,0,0,0,1,1,0,0.9983513871808744,True,False,True,False,True,False,False
948,1,0,0,0.1070477828022663,1,0,0,1,0,1,1,1,1.1396041321949948,True,False,False,False,False,True,False
641,0,1,1,0.4328106925625091,0,0,0,0,0,1,0,0,-0.2862176939475387,False,False,False,False,False,True,False
4690,0,1,0,-0.055833672077855,0,0,0,1,1,0,1,1,0.0544506910865167,False,False,False,False,True,False,False
537,0,1,1,0.0256070553622056,0,1,1,1,0,0,0,1,-0.2097750319398969,False,False,True,False,False,False,True
4536,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.1524967140963176,True,False,False,False,False,True,False
6264,0,0,0,0.4735310562825394,0,0,0,1,1,1,1,0,1.1745018691984834,True,False,False,True,False,False,False
3521,0,1,1,1.002895784642934,0,1,1,0,0,0,0,0,-0.3759547319565092,False,False,True,False,False,True,False
6228,0,0,1,1.5322605130033284,1,1,1,0,1,0,0,0,0.006258578081699,False,False,True,False,False,False,False
5287,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.4694171580658184,False,True,False,False,True,False,False
3780,0,1,1,0.9214550572028734,0,0,0,1,1,0,0,1,-0.3161300399505289,False,False,False,True,True,False,False
6048,1,1,0,-0.1372743995179157,1,0,0,0,0,1,1,1,0.9867188081797118,True,False,False,False,False,True,False
1369,0,0,0,0.0256070553622056,1,1,1,0,0,0,0,1,-0.128346978931757,False,False,False,False,False,False,True
6809,1,1,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0.3386179781149237,True,False,False,False,False,True,False
465,0,0,0,1.5322605130033284,0,0,0,0,1,0,1,1,-0.8213163280010305,False,False,False,True,False,False,True
1657,0,0,0,0.1070477828022663,1,0,0,0,0,0,0,1,-1.30157566104904,False,True,False,False,False,True,False
4700,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,-0.62854787598176,False,False,False,False,False,False,True
3785,1,1,0,-0.9109613101984924,1,0,0,1,0,0,1,1,0.8321716871642622,True,False,False,False,False,True,False
1465,0,1,1,-1.2774445836787656,0,0,1,0,0,0,0,0,0.3269853991137605,True,False,False,False,True,False,False
1337,0,0,0,-0.055833672077855,0,0,0,0,0,0,0,0,-1.4744025490663168,False,True,False,True,False,False,False
3563,1,0,0,-0.0965540357978854,1,1,0,0,0,0,1,1,0.8554368451665879,True,False,False,False,True,False,False
835,1,1,1,1.125056875803025,1,1,1,0,0,0,1,1,0.9468356801757248,True,False,False,False,False,True,False
763,0,1,1,1.6137012404433893,1,1,0,1,1,0,0,0,0.0694068640880114,False,False,False,True,False,False,False
6826,0,0,0,-1.1552834925186746,0,0,0,0,0,0,0,1,-1.46443176706532,False,True,False,False,True,False,False
1002,0,1,1,-1.1552834925186746,0,0,0,0,0,0,0,1,0.1591439020969822,True,False,False,False,False,False,True
6146,0,0,0,-0.3001558543980371,0,0,1,1,0,1,1,1,1.15456030519649,True,False,False,False,False,True,False
5511,0,1,0,1.5322605130033284,1,1,0,0,1,1,1,1,0.4050898581215686,False,False,False,True,True,False,False
690,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,-1.4727407520661506,False,True,False,False,False,False,True
393,0,0,0,-0.5444780367182193,0,0,0,0,0,0,0,0,-1.491020519067978,False,True,False,False,False,False,True
1736,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.504314895069307,False,True,False,False,False,False,True
6688,0,1,1,-0.8295205827584317,0,0,0,0,0,0,0,0,-1.477726143066649,False,True,False,True,False,False,False
2693,0,0,0,1.6137012404433893,0,0,0,0,0,0,0,0,-1.5109620830699717,False,True,False,True,False,False,False
6576,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,-1.477726143066649,False,True,False,False,False,False,True
3187,0,1,1,0.0663274190822359,0,0,1,1,0,1,0,1,0.8338334841644282,True,False,False,False,False,True,False
4432,0,0,0,0.188488510242327,0,1,1,0,1,0,0,1,-0.8046983579993692,False,False,False,True,False,False,True
6446,1,1,1,1.0436161483629645,1,1,1,0,1,0,0,1,0.8338334841644282,True,False,True,False,False,False,False
1870,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,-0.6385186579827569,False,False,False,False,False,False,True
3633,1,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.2156450001026305,True,False,False,False,False,True,False
1428,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,1,-0.4756625519664766,False,False,False,False,False,True,False
5777,0,1,0,1.6137012404433893,1,1,1,1,1,0,0,0,0.112613586092331,False,False,False,True,False,False,True
6031,1,1,1,-0.8295205827584317,0,0,0,0,1,0,0,1,-1.1786026830367469,False,False,False,False,False,False,True
4660,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,-1.504314895069307,False,True,False,False,False,False,True
5864,0,1,0,0.5956921474426305,0,0,0,0,0,0,0,0,-1.4993295040688086,False,True,False,True,False,False,False
2616,0,1,1,-1.0738427650786138,0,0,0,0,0,0,0,1,-0.6700928009859131,False,False,False,False,False,False,False
1969,0,0,0,1.125056875803025,0,1,0,1,0,1,1,0,-0.3709693409560109,False,False,False,True,False,True,False
1720,1,0,0,-1.2367242199587352,0,0,1,0,0,1,0,1,0.6327560471443273,True,False,False,False,False,False,False
4909,0,1,0,0.758573602322752,0,1,1,1,1,1,1,1,0.6344178441444933,False,False,False,True,True,False,False
2443,0,1,1,1.6137012404433893,1,1,1,1,0,1,1,0,1.4885815022298807,True,False,False,True,True,False,False
1682,0,1,0,1.6137012404433893,1,1,1,1,0,1,1,1,0.6809481601491449,False,False,False,True,False,True,False
4198,0,1,1,0.7992939660427822,1,0,0,0,0,0,0,0,-1.3863273080575125,False,True,False,True,False,False,True
6003,0,1,0,1.5729808767233588,1,1,1,1,1,1,1,0,0.9451738831755588,False,False,False,True,True,False,False
2195,0,1,0,-0.1779947632379461,1,0,0,0,0,0,0,0,-1.303237458049206,False,True,True,False,False,False,True
4409,1,1,0,1.5729808767233588,0,1,1,1,1,0,0,0,-0.6119299059800988,False,False,False,True,True,False,False
4069,0,1,1,1.4508197855632678,0,1,0,0,1,1,1,1,1.156222102196656,True,False,False,True,False,True,False
4484,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.1857326540996401,True,False,False,False,False,True,False
6715,0,0,0,-0.8702409464784621,1,0,0,1,0,1,0,1,0.8122301231622688,True,False,False,False,False,True,False
1102,0,1,1,-1.1960038562387048,0,0,1,1,0,0,0,1,-0.2862176939475387,False,False,False,False,False,False,True
3046,0,1,0,1.1657772395230557,1,0,0,1,1,1,1,1,1.2808568772091151,True,False,True,False,False,False,False
3383,0,1,0,-1.0738427650786138,1,0,0,0,0,0,0,1,0.356897745116751,True,False,False,False,False,True,False
1957,0,1,0,0.5549717837226001,1,1,0,0,0,0,0,0,-0.3875873109576722,False,False,False,False,False,True,False
6456,0,0,1,0.7178532386027215,0,0,0,0,0,0,0,0,0.1857326540996401,True,False,False,True,True,False,False
4684,0,0,0,1.4915401492832985,0,0,1,1,1,1,1,1,1.305783832211607,True,False,True,False,False,False,False
2782,0,1,1,0.2292088739623573,1,1,0,1,1,1,1,1,0.6859335511496436,False,False,False,True,False,False,False
3815,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,1,0.3153528201125979,True,False,False,False,False,True,False
1263,1,1,0,1.4508197855632678,1,0,1,0,0,0,1,1,0.8255244991635975,True,False,False,False,False,False,False
6788,0,0,1,-0.3001558543980371,0,0,0,0,0,0,0,0,-1.461108173064988,False,True,False,False,False,False,True
6971,1,1,0,-0.5851984004382496,1,0,0,0,1,1,1,0,1.1628692901973208,True,False,False,False,False,False,False
3462,0,0,0,-1.0331224013585834,1,0,0,0,0,0,1,1,0.6792863631489789,True,False,False,False,False,False,True
4200,0,0,0,1.3286586944031769,0,1,0,1,1,1,1,0,-0.1599211219349132,False,False,False,True,True,False,False
5709,0,0,0,-0.8295205827584317,0,0,0,0,0,0,0,0,-1.5109620830699717,False,True,True,False,False,False,True
272,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.328164413051698,False,False,False,False,False,False,False
2147,0,0,0,-0.5851984004382496,0,0,0,0,0,0,0,0,-1.520932865070968,False,True,False,False,False,True,False
6102,0,1,0,1.2879383306831464,1,1,0,1,1,1,1,1,0.6726391751483144,False,False,False,True,True,False,False
6618,0,0,0,-0.2594354906780068,1,1,1,0,0,0,0,1,0.7274784761537967,True,False,False,False,True,False,False
2655,0,0,1,-1.1552834925186746,1,0,1,0,0,1,0,0,0.8255244991635975,True,False,False,False,False,False,True
3683,0,1,0,1.5729808767233588,0,1,0,0,1,0,0,0,-0.3410569949530208,False,False,False,True,False,False,False
2070,0,0,0,0.6771328748826912,1,1,1,0,0,0,0,1,-0.1665683099355778,False,False,False,False,True,False,False
6831,0,0,0,-1.0331224013585834,1,0,0,0,0,0,1,1,0.7324638671542947,True,False,False,False,False,True,False
5851,1,0,0,0.1070477828022663,1,1,1,1,1,1,1,1,1.5301264272340338,True,False,True,False,False,False,False
5825,1,1,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.184070857099474,True,False,False,False,False,True,False
5277,0,0,0,-1.0738427650786138,0,0,0,0,0,1,1,0,0.8155537171626008,True,False,False,False,False,True,False
1097,0,1,1,-0.3001558543980371,0,0,0,0,0,1,1,1,0.8521132511662559,True,False,True,False,False,True,False
6480,0,0,1,-0.7888002190384014,0,0,0,1,1,0,0,0,-0.3759547319565092,False,False,False,False,False,False,True
4842,1,0,0,-0.9516816739185228,1,1,0,0,0,0,0,0,-0.3393951979528547,False,False,False,False,False,True,False
4872,0,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,0.6693155811479823,False,False,False,True,False,False,False
